,text,is_misinfo,cleaned_text
924,Just got my first dose for the Covid vaccine!,0,Just got my first dose for the Covid vaccine!
925,Had an insanely realistic dream last night of getting my first dose of the vaccine and needless to say I’m even more excited to get it,0,Had an insanely realistic dream last night of getting my first dose of the vaccine and needless to say Im even more excited to get it
926,"This lady took that Dangerous vaccine and 3 days later the left side of her face swelled. 
I can’t spell the name of her disease... bell palsy I believe.
Mercy🙏🏽.
This was sent from my family abroad. https://t.co/BT1IvVxPDM",1,This lady took that Dangerous vaccine and days later the left side of her face swelled. I cant spell the name of her disease... bell palsy I believe.Mercy.This was sent from my family abroad.
927,Just got my confirmation that I get my first covid vaccine shot Tuesday afternoon 😬😬 https://t.co/TVUZOusHjj,0,Just got my confirmation that I get my first covid vaccine shot Tuesday afternoon
928,I’m getting my first round of the COVID vaccine in the morning and I just realized this is the first time in my life I’ve ever looked forward to getting a shot,0,Im getting my first round of the COVID vaccine in the morning and I just realized this is the first time in my life Ive ever looked forward to getting a shot
929,"Me entering the @theemptybottle for my first show after getting the vaccine

 https://t.co/NYfwTvsXSr",0,Me entering the for my first show after getting the vaccine
930,"i’m not takin a rushed vaccine. where’s the cure for cancer ? exactly, it’s still being worked on. gonn work on that covid vaccine a lil longer",1,"im not takin a rushed vaccine. wheres the cure for cancer ? exactly, its still being worked on. gonn work on that covid vaccine a lil longer"
931,"IMO: DR. WAKEFIELD'S WARNING | NOT A VACCINE. IT'S GENETIC ENGINEERING
watch
https://t.co/N8a9MTVqZd
#Vaccines #Vaccination #Covid19Vaccines #Covid19Operation #PfizerVaccine #PfizerBioNTech #DNA #GeneticEngineering #DrWakefield #HydroxyChloroquine #CovidCure #Depopulation",1,IMO: DR. WAKEFIELD'S WARNING | NOT A VACCINE. IT'S GENETIC ENGINEERINGwatch
932,Pitching up to my first party after the vaccine hits https://t.co/ON04SWGAbj,0,Pitching up to my first party after the vaccine hits
933,got my first dose of the covid vaccine. 😀,0,got my first dose of the covid vaccine.
934,Grateful for my 2020 Xmas gift. Got my first #vaccine dose today and had @RabiaAtayee on the other side of the curtain. @UCSDHealth @UCSDSkaggsSOP #UCSDHealth #UCSDCares💙 #EndCOVID19 #InThisTogetherSD https://t.co/hDtUnAAzbi,0,Grateful for my Xmas gift. Got my first dose today and had on the other side of the curtain.
935,my appointment for the vaccine is set im getting my first dose on january 6th!!!!,0,my appointment for the vaccine is set im getting my first dose on january th!!!!
936,Me walking into my first in-person lecture after we all get the vaccine  https://t.co/ylpVlJmk0k,0,Me walking into my first in-person lecture after we all get the vaccine
937,"So @TonyBlairPM wants to inject our kids with this poison vaccine?!?! Just try it Miranda, and you getting caught in a public toilet with a young man will be a day at Disney compared to what you’ll get! https://t.co/NErdD3bW7K",1,"So wants to inject our kids with this poison vaccine?!?! Just try it Miranda, and you getting caught in a public toilet with a young man will be a day at Disney compared to what youll get!"
938,"So glad to get my first dose of the Pfizer COVID vax this afternoon. 

We’ve been doing COVID swab testing of patients since April so @imwisepatient MDs and MAs qualified for Tier 1a. 

Thank you to @KCPubHealth and  @KingCountyMS for all you are doing. 💪🏻🙏🏻",0,So glad to get my first dose of the Pfizer COVID vax this afternoon. Weve been doing COVID swab testing of patients since April so MDs and MAs qualified for Tier a. Thank you to and for all you are doing.
939,I just got my first dose of the Covid-19 Moderna Vaccine! I am unbelievably excited for our future. Science wins! (Ignore the sound and sticker - covering up medical info and my work badge and posted it to TikTok) #COVIDー19 #coronavirus #moderna #CovidVaccine #covid19 #nursing https://t.co/2eIDYMpIXz,0,I just got my first dose of the Covid-19 Moderna Vaccine! I am unbelievably excited for our future. Science wins! (Ignore the sound and sticker - covering up medical info and my work badge and posted it to TikTok)
940,My first friend in the US to score a vaccine appeared on social media today nearly incandescent with relief. Good to see it starting.,0,My first friend in the US to score a vaccine appeared on social media today nearly incandescent with relief. Good to see it starting.
941,I am getting my first round of the Covid vaccine tomorrow/ Monday at 9:40am!  I am sooo nervous/ scared to get it!!!💉  I am the first person in my department to get it!!  AHHH  please send positive thoughts! 😬 I am literally so anxious for 9:40am tomorrow,0,I am getting my first round of the Covid vaccine tomorrow/ Monday at :40am! I am sooo nervous/ scared to get it!!! I am the first person in my department to get it!! AHHH please send positive thoughts! I am literally so anxious for :40am tomorrow
942,"Ms. TIFFANY DOVER -- the lady who fainted shortly after receiving Pfizer's experimental vaccine -- is reportedly now DEAD - yet another COVID19 Vaccine Casualty!

#arrestbillgates 

https://t.co/yagNetm1uV",1,Ms. TIFFANY DOVER -- the lady who fainted shortly after receiving Pfizer's experimental vaccine -- is reportedly now DEAD - yet another COVID19 Vaccine Casualty!
943,I got my first dose of the Modern Covid 19 Vaccine today!! I am thrilled and feel great!!!,0,I got my first dose of the Modern Covid Vaccine today!! I am thrilled and feel great!!!
944,"It's the beginning of the end. Hugely grateful for all the scientists, trial volunteers, and @NHSBartsHealth staff who collectively made it possible for me to have my first dose of vaccine tonight. Roll on 2021. #scienceisamazing #Ilovevaccines #medicsforvaccination https://t.co/p1HooaTghL",0,"It's the beginning of the end. Hugely grateful for all the scientists, trial volunteers, and staff who collectively made it possible for me to have my first dose of vaccine tonight. Roll on ."
945,"Bernice Eddy, PhD (1903–1989) - Alliance for Human Research Protection       To everyone who is considering a rushed vaccine please read this story. Things have only gotten worse since. Power and information has become more concentrated. #CovidVaccine  https://t.co/qfqz7kgAlL",1,"Bernice Eddy, PhD (19031989) - Alliance for Human Research Protection To everyone who is considering a rushed vaccine please read this story. Things have only gotten worse since. Power and information has become more concentrated."
946,I’m not anti vaxx but I don’t trust this rushed Vaccine.....,1,Im not anti vaxx but I dont trust this rushed Vaccine.....
947,"Got my first dose of the COVID vaccine! It was painless. So full of hope for the future. When you have a chance to on get the vaccine, do it 💉🙏🏻 #covidvacccine #Covid https://t.co/zNmZW1XYL7",0,"Got my first dose of the COVID vaccine! It was painless. So full of hope for the future. When you have a chance to on get the vaccine, do it"
948,"Apparently the vaccine is Mr. Depopulation's dream come true.  Yesterday I read a scientific analysis how it causes the placenta to unattach in pregnancy midtem, unknown if that is lifetime.  1 of 2",1,"Apparently the vaccine is Mr. Depopulation's dream come true. Yesterday I read a scientific analysis how it causes the placenta to unattach in pregnancy midtem, unknown if that is lifetime. of"
949,"Just got my first dose of the Pfizer COVID-19 vaccine in Phoenix. Operation ran smooth as silk by @HonorHealth. Very much appreciate all the nurses, doctors, and staff that are standing in a parking lot in north Phoenix to get us to the other side of this mess. #CovidVaccine",0,"Just got my first dose of the Pfizer COVID-19 vaccine in Phoenix. Operation ran smooth as silk by . Very much appreciate all the nurses, doctors, and staff that are standing in a parking lot in north Phoenix to get us to the other side of this mess."
950,"I do not think those not at risk should be taking an untested vaccine, and im accused of being anti vax and all such silliness that has nothing to do with that statement.
Those at risk should risk should, the rest should wait, simple.",1,"I do not think those not at risk should be taking an untested vaccine, and im accused of being anti vax and all such silliness that has nothing to do with that statement.Those at risk should risk should, the rest should wait, simple."
951,"Why are we listening to #BillGates about medicine or science? He's not a doctor and never even finished college. And, yet, he is urging that a rushed-to-market, untested vaccine that alters your DNA is a great idea!?!?
https://t.co/5wYwHvvCbm #Covid_19 #vaccines",1,"Why are we listening to about medicine or science? He's not a doctor and never even finished college. And, yet, he is urging that a rushed-to-market, untested vaccine that alters your DNA is a great idea!?!?"
